No;Brand;Phone Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker;Tests_Audioquality;Tests_Batterynew;Tests_Batteryold;Tests_Camera;Tests_Display;Tests_Loudspeaker;Tests_Performance
41;Xiaomi;Xiaomi Redmi 13;https://www.gsmarena.com/xiaomi_redmi_13-13102.php;N/A;N/A;33W wired;5030 mAh;IP53 dust protected and water resistant (vertical water sprays);Glass front, plastic frame, glass back;168.6 x 76.3 x 8.3 mm (6.64 x 3.00 x 0.33 in);Nano-SIM + Nano-SIM;205 g (7.23 oz);5.4, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass;1080 x 2460 pixels (~396 ppi density);6.79 inches, 109.5 cm2 (~85.1% screen-to-body ratio);IPS LCD, 90Hz, 550 nits (HBM);Virtual proximity sensing;Fingerprint (side-mounted), accelerometer, compass;2024, June 03;Available. Released 2024, June 03;"108 MP, f/1.8, (wide), 1/1.67"", 0.64µm, PDAF
2 MP, f/2.4, (macro)";LED flash, HDR;N/A;N/A;N/A;1080p@30fps;eMMC 5.1;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM;Midnight Black, Sandy Gold, Ocean Blue, Pink;2404ARN45A, 24040RN64Y;$ 152.50 / € 97.27 / £ 99.99;N/A;0.99 W/kg (head)     0.98 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mediatek Helio G91 Ultra (12 nm);Mali-G52 MC2;Android 14, HyperOS;HDR;13 MP, f/2.5, (wide);1080p@30fps;N/A;Yes;Yes;N/A;Active use score 10:28h;N/A;N/A;1300:1 contrast ratio, 448 nits max brightness (measured);-29.9 LUFS (Average);"AnTuTu: 258090 (v9), 262438 (v10)

GeekBench: 1346 (v5), 1342 (v6)
3DMark: 187 (Wild Life Extreme)"
42;Xiaomi;Xiaomi Poco F6;https://www.gsmarena.com/xiaomi_poco_f6-13000.php;N/A;N/A;90W wired, PD3.0, 2-100% in 35 min;5000 mAh;IP64 dust tight and water resistant (water splashes);Glass front (Gorilla Glass Victus), plastic frame, plastic back;160.5 x 74.5 x 8 mm (6.32 x 2.93 x 0.31 in);Nano-SIM + Nano-SIM;179 g (6.31 oz);5.4, A2DP, LE;Yes;Yes (market/region dependent);GPS, GALILEO, GLONASS, QZSS, BDS (B1I+B1c);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;Corning Gorilla Glass Victus;1220 x 2712 pixels, 20:9 ratio (~446 ppi density);6.67 inches, 107.4 cm2 (~89.8% screen-to-body ratio);AMOLED, 68B colors, 120Hz, 1920Hz PWM, HDR10+, Dolby Vision, 500 nits (typ), 1200 nits (HBM), 2400 nits (peak);Virtual proximity sensing;Fingerprint (under display, optical), accelerometer, gyro, compass;2024, May 23;Available. Released 2024, May 23;"50 MP, f/1.6, (wide), 1/1.95"", 0.8µm, multi-directional PDAF, OIS
8 MP, (ultrawide), 1/4.0"", 1.12µm";LED flash, HDR, panorama;N/A;N/A;N/A;4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS;UFS 4.0;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Black, Green, Titanium;24069PC21G, 24069PC21I;$ 324.51 / € 203.28 / £ 227.69 / ₹ 24,990;N/A;0.99 W/kg (head)     1.00 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41, 42, 48, 66;1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41, 48, 66, 77, 78 SA/NSA/Sub6;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (1x3.0 GHz Cortex-X4 & 4x2.8 GHz Cortex-A720 & 3x2.0 GHz Cortex-A520);Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm);Adreno 735;Android 14, up to 3 major Android upgrades, HyperOS;HDR;20 MP, f/2.2, (wide), 0.8µm;1080p@30/60fps;24-bit/192kHz Hi-Res & Hi-Res wireless audio;No;Yes, with stereo speakers;N/A;Active use score 10:36h;N/A;N/A;1218 nits max brightness (measured);-25.2 LUFS (Very good);"AnTuTu: 1497886 (v10)
GeekBench: 4883 (v6)
3DMark: 3110 (Wild Life Extreme)"
43;Xiaomi;Xiaomi Redmi Note 14 5G (India);https://www.gsmarena.com/xiaomi_redmi_note_14-13559.php;N/A;N/A;45W wired;5110 mAh;IP64 dust tight and water resistant (water splashes);Glass front, plastic back;162.4 x 75.7 x 8 mm (6.39 x 2.98 x 0.31 in);Nano-SIM + Nano-SIM;190 g (6.70 oz);5.3, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, BDS, GALILEO;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~87.4% screen-to-body ratio);AMOLED, 120Hz, HDR10+, 2100 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, December 09;Available. Released 2024, December 13;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.5, 26mm (wide), 1/1.95"", 0.8µm, PDAF, OIS
8 MP, f/2.2, 21mm (ultrawide)
2 MP, f/2.4, (macro)";1080p@30fps;UFS 2.2;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Titan Black, Mystique White, Phantom Purple, Ivy Green;N/A;₹ 16,999;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.5 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 7025 Ultra (6 nm);IMG BXM-8-256;Android 14, HyperOS;N/A;"20 MP, f/2.2, (wide), 1/4.0"", 0.7µm";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
44;Xiaomi;Xiaomi Redmi Note 13;https://www.gsmarena.com/xiaomi_redmi_note_13-12776.php;N/A;N/A;33W wired;Li-Po 5000 mAh;IP54 dust protected and water resistant (water splashes);Glass front (Gorilla Glass 5), plastic frame, plastic back;161.1 x 75 x 7.6 mm (6.34 x 2.95 x 0.30 in);Nano-SIM + Nano-SIM;174.5 g (6.14 oz);5.3, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;*1B colors (market/region dependent);Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~88.9% screen-to-body ratio);AMOLED, 1B colors*, 120Hz, 1920Hz PWM, 1000 nits (peak);N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2024, January 04;Available. Released 2024, January 10;N/A;LED flash, HDR, panorama;N/A;N/A;"108 MP, f/1.7, (wide), 1/1.67"", 0.64µm, PDAF
8 MP, f/2.2, (ultrawide)
2 MP, f/2.4, (depth)";1080p@30fps;UFS 2.2;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Graphite black (Stealth Black), Arctic White, Ocean Teal, Prism Gold;2312DRAABG, 2312DRAABI;$ 127.25 / € 144.30 / £ 155.00 / ₹ 17,799;1.07 W/kg (head)     0.99 W/kg (body);0.94 W/kg (head)     1.00 W/kg (body);1, 3, 5, 8, 28, 40, 78 SA/NSA - India;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 32, 38, 40, 41, 66 - International;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA - International;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6080 (6 nm);Mali-G57 MC2;Android 13, upgradable to Android 14, up to 2 major Android upgrades, HyperOS;HDR, panorama;16 MP, f/2.4, (wide);1080p@30fps;24-bit/192kHz Hi-Res & Hi-Res wireless audio;Yes;Yes;N/A;Active use score 9:49h;N/A;N/A;991 nits max brightness (measured);-24.0 LUFS (Very good);"AnTuTu: 405118 (v9), 455421 (v10)

GeekBench: 1968 (v5), 1978 (v6)
3DMark: 371 (Wild Life Extreme)"
45;Xiaomi;Xiaomi 15 Pro;https://www.gsmarena.com/xiaomi_15_pro-13473.php;N/A;N/A;"90W wired, PD3.0, QC3+
50W wireless
10W reverse wireless";Si/C Li-Ion 6100 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);N/A;161.3 x 75.3 x 8.4 mm or 8.7 mm;Nano-SIM + Nano-SIM;213 g or 219 g (7.51 oz);5.4, A2DP, LE, aptX HD, aptX Adaptive, LHDC 5;Yes;Yes;GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5);No;USB Type-C 3.2 Gen2, Display Port, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e/7, dual-band or tri-band, Wi-Fi Direct;N/A;Shatterproof glass (2024 gen);1440 x 3200 pixels, 20:9 ratio (~522 ppi density);6.73 inches, 108.9 cm2 (~89.7% screen-to-body ratio);LTPO AMOLED, 68B colors, 120Hz, 1920Hz PWM, Dolby Vision, HDR10+, 3200 nits (peak);Two-way satellite communication;Fingerprint (under display, ultrasonic), accelerometer, proximity, gyro, compass, barometer;2024, October 29;Available. Released 2024, October 29;N/A;Laser AF, color spectrum sensor, Leica lens, Dual-LED dual-tone flash, HDR, panorama;N/A;N/A;"50 MP, f/1.4, 23mm (wide), 1/1.31"", 1.2µm, dual pixel PDAF, OIS
50 MP, f/2.5, 120mm (periscope telephoto), PDAF (30cm - ∞), OIS, 5x optical zoom
50 MP, f/2.2, 14mm, 115˚ (ultrawide), AF";8K@24/30fps (HDR), 4K@24/30/60fps (HDR10+, 10-bit Dolby Vision HDR, 10-bit LOG), 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS;UFS 4.0;No;256GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Black, White, Silver, Green;24101PNB7C, 2410DPN6CC;About 690 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 42, 48, 66  - China;1, 2, 3, 5, 7, 8, 12, 20, 26, 28, 38, 40, 41, 48, 66, 77, 78, 79, 80, 81, 83, 84, 89 SA/NSA - China;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M);Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm);Adreno 830;Android 15, HyperOS 2;HDR, panorama;32 MP, f/2.0, 22mm (wide), 0.7µm;4K@30/60fps, 1080p@30/60fps, gyro-EIS;"24-bit/192kHz Hi-Res & Hi-Res wireless audio
Snapdragon Sound";No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
46;Xiaomi;Xiaomi Redmi 13C;https://www.gsmarena.com/xiaomi_redmi_13c-12689.php;N/A;N/A;18W wired, PD;Li-Po 5000 mAh;N/A;N/A;168 x 78 x 8.1 mm (6.61 x 3.07 x 0.32 in);Nano-SIM + Nano-SIM;192 g (6.77 oz);5.3, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass;720 x 1600 pixels, 20:9 ratio (~260 ppi density);6.74 inches, 109.7 cm2 (~83.7% screen-to-body ratio);IPS LCD, 90Hz, 450 nits (typ), 600 nits (HBM);Virtual proximity sensing;Fingerprint (side-mounted), accelerometer, compass;2023, November 10;Available. Released 2023, November 10;"50 MP, f/1.8, 28mm (wide), PDAF
2 MP, f/2.4, (macro)
0.08 MP (auxiliary lens)";LED flash, HDR;N/A;N/A;N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 4GB RAM, 256GB 8GB RAM;Midnight Black, Navy Blue, Glacier White, Clover Green;23100RN82L, 23106RN0DA, 23108RN04Y, 2311DRN14I;$ 149.99 / € 99.99 / £ 92.99;N/A;0.98 W/kg (head)     0.99 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mediatek MT6769Z Helio G85 (12 nm);Mali-G52 MC2;Android 13, MIUI 14;HDR;8 MP, f/2.0;1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
47;Xiaomi;Xiaomi Poco X6;https://www.gsmarena.com/xiaomi_poco_x6-12723.php;N/A;N/A;67W wired, 100% in 44 min;5100 mAh;IP54 dust protected and water resistant (water splashes);Glass front (Gorilla Glass Victus), plastic frame, plastic back;161.2 x 74.3 x 8 mm (6.35 x 2.93 x 0.31 in);Nano-SIM + Nano-SIM;181 g (6.38 oz);5.2, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass Victus;1220 x 2712 pixels, 20:9 ratio (~446 ppi density);6.67 inches, 107.4 cm2 (~89.7% screen-to-body ratio);AMOLED, 68B colors, 120Hz, 1920Hz PWM, Dolby Vision, 500 nits (typ), 1200 nits (HBM), 1800 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, January 11;Available. Released 2024, January 12;N/A;LED flash, HDR, panorama;N/A;N/A;"64 MP, f/1.8, 25mm (wide), 1/2.0"", 0.7µm, PDAF, OIS
8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@30fps, 1080p@30/60fps, gyro-EIS;UFS 2.2;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Black, White, Blue;23122PCD1G, 23122PCD1I;$ 259.99 / € 218.40 / £ 279.99 / ₹ 17,990;1.09 W/kg (head)     1.03 W/kg (body);1.00 W/kg (head)     1.00 W/kg (body);1, 3, 5, 8, 28, 38, 40, 41, 77, 78 SA/NSA - India;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 32, 38, 40, 41, 66 - International;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA/Sub6 - International;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (4x2.40 GHz Cortex-A78 & 4x1.95 GHz Cortex-A55);Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm);Adreno 710;Android 13, up to 3 major Android upgrades, HyperOS;HDR;16 MP, f/2.5, (wide), 1.0µm;1080p@30/60fps;24-bit/192kHz Hi-Res & Hi-Res Wireless audio;Yes;Yes, with dual speakers;N/A;Active use score 10:11h;N/A;Photo / Video;1339 nits max brightness (measured);-26.5 LUFS (Good);"AnTuTu: 533112 (v9), 605803 (v10)

GeekBench: 2945 (v6)
3DMark: 792 (Wild Life Extreme)"
48;Xiaomi;Xiaomi Poco F3;https://www.gsmarena.com/xiaomi_poco_f3-10758.php;N/A;N/A;33W wired, PD3.0, QC3, 100% in 52 min;Li-Po 4520 mAh;"IP53 dust protected and water resistant
(vertical water sprays)";Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame;163.7 x 76.4 x 7.8 mm (6.44 x 3.01 x 0.31 in);Nano-SIM + Nano-SIM;196 g (6.91 oz);5.1, A2DP, LE;Yes;Yes (market/region dependent);GPS (L1+L5), GLONASS (G1), BDS (B1I+B2a), GALILEO (E1+E5a), NavIC;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~85.9% screen-to-body ratio);AMOLED, 120Hz, HDR10+, 1300 nits (peak);Virtual proximity sensing;Fingerprint (side-mounted), accelerometer, gyro, compass;2021, March 22;Available. Released 2021, March 27;N/A;Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 119˚ (ultrawide)
5 MP, f/2.4, 50mm (macro), 1/5.0"", 1.12µm, AF";4K@30fps, 1080p@30/60/120/240/960fps, gyro-EIS;UFS 3.1;No;128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Arctic White, Night Black, Deep Ocean Blue, Moonlight Silver;M2012K11AG;€ 190.12 / £ 220.01;1.06 W/kg (head)     0.72 W/kg (body);0.60 W/kg (head)     0.84 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40, 41, 66;1, 3, 5, 7, 8, 20, 28, 38, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585);Qualcomm SM8250-AC Snapdragon 870 5G (7 nm);Adreno 650;Android 11, upgradable to Android 13, HyperOS;HDR;"20 MP, f/2.5, (wide), 1/3.4"", 0.8µm";1080p@30/60fps, 720p@120fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers;N/A;N/A;Endurance rating 114h;Photo / Video;Contrast ratio: Infinite (nominal);-24.5 LUFS (Very good);"AnTuTu: 631850 (v8), 697216 (v9)
GeekBench: 3206 (v5.1)
GFXBench: 48fps (ES 3.1 onscreen)"
49;Xiaomi;Xiaomi Redmi A3;https://www.gsmarena.com/xiaomi_redmi_a3-12822.php;N/A;N/A;10W wired;5000 mAh;N/A;Glass front (Gorilla Glass 3), glass back or silicone polymer back (eco leather), plastic frame;168.3 x 76.3 x 8.3 mm (6.63 x 3.00 x 0.33 in);Nano-SIM + Nano-SIM;193 g or 199 g (6.81 oz);5.4, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 3;720 x 1650 pixels (~268 ppi density);6.71 inches, 106.5 cm2 (~82.9% screen-to-body ratio);IPS LCD, 90Hz, 500 nits (HBM);Virtual proximity sensing;Fingerprint (side-mounted), accelerometer, compass;2024, February 14;Available. Released 2024, February 23;N/A;LED flash, HDR;N/A;"8 MP, f/2.0, (wide)
0.08 MP (auxiliary lens)";N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);64GB 2GB RAM, 64GB 3GB RAM, 64GB 4GB RAM, 128GB 3GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Midnight Black, Forest Green (Olive Green), Star Blue (Lake Blue);23129RN51X, 23129RN51H;$ 91.00 / € 73.00 / £ 52.99 / ₹ 7,458;N/A;0.92 W/kg (head)     0.99 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (4x2.2 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53);Mediatek Helio G36 (12 nm);PowerVR GE8320;Android 14 or Android 14 (Go edition) - market/region dependent;N/A;5 MP, f/2.2, (wide);1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
50;Xiaomi;Xiaomi Redmi Note 14 Pro 5G (India);https://www.gsmarena.com/xiaomi_redmi_note_14_pro-13355.php;N/A;N/A;45W wired, PD3.0;Si/C Li-Ion 5500 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
Manufacturer-rated water-resistance (up to 2m for 24 hours)
IP69K (market/region dependent)";Glass front (Gorilla Glass Victus 2), plastic back or silicone polymer back (eco leather);162.3 x 74.4 x 8.2 mm or 8.5 mm;Nano-SIM + eSIMNano-SIM + Nano-SIM;190 g (6.70 oz);5.4, A2DP, LE, LHDC;Yes;Yes (market/region dependent);GPS, GLONASS, BDS, GALILEO, QZSS;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass Victus 2;1220 x 2712 pixels, 20:9 ratio (~446 ppi density);6.67 inches, 107.4 cm2 (~88.9% screen-to-body ratio);AMOLED, 68B colors, 120Hz, HDR10+, Dolby Vision, 3000 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, compass, proximity (ultrasonic);2024, September 26;Available. Released 2024, September 26;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.5, 26mm (wide), 1/1.96"", 0.8µm, PDAF, OIS
8 MP, f/2.2,  15mm, 120˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@24/30fps, 1080p@30/60/120fps, gyro-EIS, OIS;UFS 2.2;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Titan Black, Phantom Purple, Spectre Blue, White;24090RA29C;₹ 21,872;N/A;N/A;1, 3, 5, 8, 28, 38, 41, 77, 78 SA/NSA - China;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100 - India;1, 3, 5, 8, 28, 38, 40, 41 - India;1, 3, 5, 8, 28, 38, 40, 41, 77, 78 SA/NSA - India;HSPA, LTE, 5G;GSM / CDMA / HSPA / LTE / 5G;Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7300 Ultra (4 nm);Mali-G615 MC2;Android 14, up to 3 major Android upgrades, HyperOS;HDR, panorama;"20 MP, f/2.2, 25mm (wide), 1/4.0"", 0.7µm";1080p@30/60fps;24-bit/192kHz Hi-Res & Hi-Res Wireless audio;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
51;Xiaomi;Xiaomi Redmi Note 8;https://www.gsmarena.com/xiaomi_redmi_note_8-9814.php;N/A;N/A;18W wired;Li-Po 4000 mAh, non-removable;N/A;Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame;158.3 x 75.3 x 8.4 mm (6.23 x 2.96 x 0.33 in);Nano-SIM + Nano-SIM;190 (6.70 oz);4.2, A2DP, LE;Yes;No;GPS, GLONASS, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density);6.3 inches, 97.4 cm2 (~81.7% screen-to-body ratio);IPS LCD;N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;2019, August 29. Released 2019, October 16;Discontinued;N/A;LED flash, HDR, panorama;"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";N/A;N/A;"4K@30fps, 1080p@30/60/120fps; gyro-EIS";eMMC 5.1;microSDXC (dedicated slot);32GB 3GB RAM, 64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Neptune Blue, Moonlight White, Space Black, Nebula Purple, Cosmic Purple;M1908C3JH, M1908C3JG, M1908C3JI;About 220 EUR;0.26 W/kg (head)     1.00 W/kg (body);0.19 W/kg (head)     1.09 W/kg (body);1, 3, 5, 8, 38, 40, 41;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 38, 40;N/A;HSPA 42.2/5.76 Mbps, LTE (4CA) Cat12 600/50 Mbps;GSM / HSPA / LTE;Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver);Qualcomm SDM665 Snapdragon 665 (11 nm);Adreno 610;Android 9.0 (Pie), upgradable to Android 11, MIUI 12.5;HDR, panorama;"13 MP, f/2.0, (wide), 1/3.1"", 1.12µm";1080p@30fps;N/A;Yes;Yes;Noise -94.0dB / Crosstalk -93.3dB;N/A;Endurance rating 108h;Photo / Video;Contrast ratio: 1521:1 (nominal);Voice 78dB / Noise 72dB / Ring 81dB;"AnTuTu: 141915 (v7), 161572 (v8)
GeekBench: 5590 (v4.4), 1339 (v5.1)
GFXBench: 5.9fps (ES 3.1 onscreen)"
