No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker;Tests_Audioquality;Tests_Batterynew;Tests_Batteryold;Tests_Camera;Tests_Display;Tests_Loudspeaker;Tests_Performance
48;Oppo;Oppo Reno6;https://www.gsmarena.com/oppo_reno6-11028.php;N/A;N/A;50W wired, PD2.0;Li-Po 4310 mAh;N/A;N/A;159.1 x 73.3 x 7.8 mm (6.26 x 2.89 x 0.31 in);Nano-SIM + Nano-SIM;173 g (6.10 oz);5.1, A2DP, LE, aptX HD;N/A;Yes (market/region dependent);GPS, GLONASS, BDS, GALILEO, QZSS;Unspecified;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~411 ppi density);6.4 inches, 98.9 cm2 (~84.8% screen-to-body ratio);AMOLED, 90Hz, 430 nits (typ), 600 nits (HBM), 750 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2021, July 27;Available. Released 2021, July 27;N/A;Dual-LED dual-tone flash, HDR, panorama;"64 MP, f/1.7, 26mm (wide), 1/2.0"", 0.7µm, PDAF
8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";N/A;N/A;4K@30fps, 1080p@30/60/120fps;N/A;microSDXC;128GB 8GB RAM;Aurora, Stellar Black;CPH2235;About 150 EUR;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver);Qualcomm SM7125 Snapdragon 720G (8 nm);Adreno 618;Android 11, ColorOS 11.1;N/A;44 MP, f/2.4, 24mm (wide);1080p@30/120fps, gyro-EIS;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
49;Oppo;Oppo Reno12;https://www.gsmarena.com/oppo_reno12-13133.php;N/A;N/A;"80W wired, PD2.0, 47% in 18 min, 100% in 46 min,
Reverse wired";5000 mAh;IP65 dust tight and water resistant (low pressure water jets);Glass front (Gorilla Glass 7i), plastic frame, glass back;161.4 x 74.1 x 7.6 mm (6.35 x 2.92 x 0.30 in);Nano-SIM + Nano-SIM;177 g (6.24 oz);5.4, A2DP, LE, aptX HD, LHDC;Yes;Yes, 360˚ (market/region dependent);GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;Corning Gorilla Glass 7i;1080 x 2412 pixels, 20:9 ratio (~394 ppi density);6.7 inches, 108.0 cm2 (~90.3% screen-to-body ratio);AMOLED, 1B colors, 120Hz, HDR10+, 1200 nits (peak);BeaconLink calls via bluetooth, up to 200m;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, June 18;Available. Released 2024, June 25;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 26mm (wide), 1/1.95"", 0.8µm, multi-directional PDAF, OIS
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@30fps, 1080p@30/60/120/480fps, 720p@960fps, gyro-EIS, OIS, HDR;UFS 3.1;microSDXC;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Matte Brown, Sunset Pink, Astro Silver;CPH2625;$ 685.00 / € 309.99;N/A;1, 3, 5, 8, 40 SA/NSA - version 2;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - version 1;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - version 1;1, 2, 3, 5, 7, 8, 12, 20, 26, 28, 38, 40, 41, 66, 77, 78 SA/NSA - version 1;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7300 Energy (4 nm);Mali-G615 MC2;Android 14, up to 3 major Android upgrades, ColorOS 14.1;Panorama, HDR;"32 MP, f/2.0, 21mm (wide), 1/3.1"", PDAF";4K@30fps, 1080p@30fps, gyro-EIS;N/A;No;Yes, with stereo speakers;N/A;Active use score 14:53h;N/A;N/A;1378 nits max brightness (measured);-24.0 LUFS (Very good);"AnTuTu: 681613 (v10)
GeekBench: 2631 (v6)
3DMark: 849 (Wild Life Extreme)"
50;Oppo;Oppo Reno8 T 5G;https://www.gsmarena.com/oppo_reno8_t_5g-12069.php;N/A;N/A;"67W wired, PD, 100% in 44 min
Reverse wired";Li-Po 4800 mAh;N/A;N/A;162.3 x 74.3 x 7.7 mm (6.39 x 2.93 x 0.30 in);Nano-SIM + Nano-SIM;171 g (6.03 oz);5.1, A2DP, LE, aptX HD;N/A;Yes;GPS, GALILEO, GLONASS, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Asahi Glass AGC DT-Star2;1080 x 2412 pixels, 20:9 ratio (~394 ppi density);6.7 inches, 108.0 cm2 (~89.6% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 500 nits (typ), 800 nits (HBM), 950 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2023, February 01;Available. Released 2023, February 10;N/A;LED flash, HDR, panorama;N/A;N/A;"108 MP, f/1.7, 24mm (wide), 1/1.67"", 0.64µm, AF
2 MP, f/3.3, 34mm (microscope)
2 MP, f/2.4, (depth)";1080p@30fps;UFS 2.2;microSDXC (uses shared SIM slot);128GB 8GB RAM, 256GB 8GB RAM;Black Starlight (Midnight Black), Dawn Gold (Sunrise Gold);CPH2505;About 340 EUR;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver);Qualcomm SM6375 Snapdragon 695 5G (6 nm);Adreno 619;Android 13, upgradable to Android 14, ColorOS 14;HDR, panorama;32 MP, f/2.4, 22mm (wide);1080p@30fps;N/A;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
51;Oppo;Oppo Reno11;https://www.gsmarena.com/oppo_reno11-12791.php;N/A;N/A;"67W wired, PD, QC3, 100% in 45 min
Reverse wired";Li-Po 5000 mAh;N/A;N/A;162.4 x 74.3 x 7.9 mm or 8.0 mm;Nano-SIM + Nano-SIM;182 g (6.42 oz);5.3, A2DP, LE, aptX HD, LHDC;Yes;Yes;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;Asahi Glass AGC DT-Star2;1080 x 2412 pixels, 20:9 ratio (~394 ppi density);6.7 inches, 108.0 cm2 (~89.5% screen-to-body ratio);AMOLED, 1B colors, 120Hz, HDR10+, 800 nits (HBM), 950 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, January 12;Available. Released 2024, January 25;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 26mm (wide), 1/1.95"", PDAF, OIS
32 MP, f/2.0, 47mm (telephoto), 1/2.74"", 0.8µm, PDAF, 2x optical zoom
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm";4K@30fps, 1080p@30/60/120/480fps, 720p@960fps, gyro-EIS;UFS 2.2;microSDXC;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;Wave Green, Rock Grey;CPH2599;$ 619.00 / £ 415.00;0.97 W/kg (head)     0.61 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 7050 (6 nm);Mali-G68 MC4;Android 14, upgradable to Android 15, ColorOS 15;Panorama, HDR;"32 MP, f/2.4, 22mm (wide), 1/2.74"", 0.8µm";4K@30fps, 1080p@30fps, gyro-EIS;N/A;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
52;Oppo;Oppo A5 Pro;https://www.gsmarena.com/oppo_a5_pro-13675.php;N/A;N/A;45W wired, 45W PD, 50% in 35 min;5800 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;164.8 x 75.5 x 7.8 mm (6.49 x 2.97 x 0.31 in);Nano-SIM + Nano-SIM;194 g (6.84 oz);5.3, A2DP, LE, aptX HD;N/A;Yes;GPS, GALILEO, GLONASS, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 7i or Schott Xensation Alpha;720 x 1604 pixels, 20:9 ratio (~264 ppi density);6.67 inches, 107.2 cm2 (~86.2% screen-to-body ratio);IPS LCD, 120Hz, 2160Hz PWM, 1000 nits (HBM);N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2025, February 25;Available. Released 2025, March 10;"50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30/60fps;UFS 2.2;microSDXC;128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;Flower Pink, Mocha Brown (Chocolate Mocha), Feather Blue;CPH2695;$ 279.04 / € 195.99 / £ 214.99 / ₹ 17,999;N/A;1, 3, 5, 8, 40 SA/NSA - Indonesia;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - Global;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - Global;1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA - Global;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6300 (6 nm);Mali-G57 MC2;Android 15, ColorOS 15;N/A;8 MP, f/2.0, (wide);1080p@30fps;N/A;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
53;Oppo;Oppo A53;https://www.gsmarena.com/oppo_a53-10376.php;N/A;N/A;18W wired;Li-Po 5000 mAh;N/A;N/A;163.9 x 75.1 x 8.4 mm (6.45 x 2.96 x 0.33 in);Nano-SIM + Nano-SIM;186 g (6.56 oz);5.0, A2DP, LE, aptX HD;N/A;No;GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 3;720 x 1600 pixels, 20:9 ratio (~270 ppi density);6.5 inches, 102.0 cm2 (~82.9% screen-to-body ratio);IPS LCD, 90Hz;N/A;Fingerprint (rear-mounted), accelerometer, proximity, compass;2020, August 20;Available. Released 2020, August 25;N/A;LED flash, HDR, panorama;N/A;N/A;"13 MP, f/2.2, 25mm (wide), 1/3.06"", 1.12µm, PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";1080p@30fps;UFS 2.1;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 256GB 8GB RAM;Fairy White, Electric Black, Fancy Blue;CPH2127, CPH2131;$ 535.00 / € 169.99 / £ 84.49;0.77 W/kg (head)     0.97 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (4x1.8 GHz Kryo 240 & 4x1.6 GHz Kryo 240);Qualcomm SM4250 Snapdragon 460 (11 nm);Adreno 610;Android 10, upgradable to Android 11;HDR;"16 MP, f/2.0, (wide), 1/3.06"", 1.0µm";1080p@30fps;N/A;Yes;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
54;Oppo;Oppo Reno11 Pro;https://www.gsmarena.com/oppo_reno11_pro-12790.php;N/A;N/A;"80W wired, PD, QC3, 45% in 10 min
Reverse wired";Li-Po 4600 mAh;N/A;N/A;162.4 x 74.1 x 7.6 mm or 7.7 mm;Nano-SIM + Nano-SIM;181 g (6.38 oz);5.3, A2DP, LE, aptX HD, LHDC;Yes;Yes;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;Asahi Glass AGC;1080 x 2412 pixels, 20:9 ratio (~394 ppi density);6.7 inches, 108.0 cm2 (~89.8% screen-to-body ratio);AMOLED, 1B colors, 120Hz, HDR10+, 800 nits (HBM), 950 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, January 12;Available. Released 2024, January 18;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
32 MP, f/2.0, 47mm (telephoto), 1/2.74"", 0.8µm, PDAF, 2x optical zoom
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm";4K@30fps, 1080p@30/60/120/480fps, gyro-EIS, 720p@960fps, HDR;UFS 3.1;No;256GB 12GB RAM, 512GB 12GB RAM;Pearl White, Rock Grey;CPH2607;₹ 29,989;1.18 W/kg (head)     0.87 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;Octa-core (1x3.1 GHz Cortex-A78 & 3x3.0 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 8200 (4 nm);Mali-G610 MC6;Android 14, upgradable to Android 15, ColorOS 15;Panorama, HDR;"32 MP, f/2.4, 22mm (wide), 1/2.74"", 0.8µm, AF";4K@30fps, 1080p@30fps, gyro-EIS;N/A;No;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
55;Oppo;Oppo Reno5 5G;https://www.gsmarena.com/oppo_reno5_5g-10589.php;N/A;N/A;"65W wired, 100% in 35 min
Reverse wired";Li-Po 4300 mAh;N/A;N/A;159.1 x 73.4 x 7.9 mm (6.26 x 2.89 x 0.31 in);Nano-SIM + Nano-SIM;172 g or 180 g (6.07 oz);5.1, A2DP, LE, aptX HD;N/A;Yes (market/region dependent);GPS (L1+L5), GLONASS (G1), BDS (B1I+B2a), GALILEO (E1+E5a), QZSS (L1+L5);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~409 ppi density);6.43 inches, 99.8 cm2 (~85.5% screen-to-body ratio);AMOLED, 90Hz, 430 nits (typ), 600 nits (HDR), 750 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2020, December 10;Available. Released 2021, January 07;N/A;LED flash, HDR, panorama;"64 MP, f/1.7, 26mm (wide), PDAF
8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";N/A;N/A;"4K@30fps, 1080p@30/60/120fps; gyro-EIS, HDR";UFS 2.1;No;128GB 8GB RAM, 256GB 12GB RAM;Galactic Silver, Azure Blue, Starry Black;PEGM00, PEGT00, CPH2145;About 160 EUR;N/A;1, 3, 41, 77, 78 SA/NSA - China;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - International;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA - International;HSPA, LTE (CA), 5G;GSM / CDMA / HSPA / CDMA2000 / LTE / 5G;Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver);Qualcomm SM7250 Snapdragon 765G 5G (7 nm);Adreno 620;Android 11, upgradable to Android 12, ColorOS 12;HDR;"32 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8µm";1080p@30fps, gyro-EIS;N/A;Yes;Yes;N/A;N/A;Endurance rating 109h;Photo / Video;634 nits max brightness (measured);-30.4 LUFS (Below average);"AnTuTu: 317762(v8)
GeekBench: 1813 (v5.1)
GFXBench: 17fps (ES 3.1 onscreen)"
56;Oppo;Oppo A3x;https://www.gsmarena.com/oppo_a3x-13257.php;N/A;N/A;45W wired, PD2.0, 50% in 30 min;5100 mAh;"IP54 dust protected and water resistant (water splashes)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;165.7 x 76 x 7.7 mm (6.52 x 2.99 x 0.30 in);Nano-SIM + Nano-SIM;187 g (6.60 oz);5.3, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Panda glass;720 x 1604 pixels, 20:9 ratio (~264 ppi density);6.67 inches, 107.2 cm2 (~85.2% screen-to-body ratio);IPS LCD, 120Hz, 1000 nits (HBM);N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2024, August 02;Available. Released 2024, August 02;"8 MP, f/2.0, (wide), PDAF
Auxiliary lens";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30/60fps;eMMC 5.1;microSDXC;64GB 4GB RAM, 128GB 4GB RAM;Sparkle Black, Starlight White, Starry Purple;CPH2681;₹ 8,999;1.05 W/kg (head)     0.78 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6300 (6 nm);Mali-G57 MC2;Android 14, ColorOS 14;N/A;5 MP, f/2.2, (wide);1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
57;Oppo;Oppo Reno14 F;https://www.gsmarena.com/oppo_reno14_f_5g-13977.php;N/A;N/A;"45W wired, PD2, QC2.0, 44W PPS
Reverse wired";6000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min)";N/A;158.1 x 75 x 7.7 mm (6.22 x 2.95 x 0.30 in);Nano-SIM + Nano-SIM;180 g (6.35 oz);5.1, A2DP, LE, aptX HD;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS, QZSS;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;AGC Dragontrail DT-Star D+;1080 x 2372 pixels (~397 ppi density);6.57 inches, 105.0 cm2 (~88.6% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 600 nits (typ), 1400 nits (HBM);N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, June 25;Coming soon. Exp. release 2025, July 16;N/A;Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 26mm (wide), 1/1.95"", 0.8µm, PDAF, OIS
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm, AF
2 MP, f/2.4, (macro)";4K@30fps, 1080p@30/60/120fps, gyro-EIS, OIS;UFS 3.1;microSDXC;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Glossy Pink, Luminous Green, Opal Blue;CPH2743;N/A;N/A;1, 3, 5, 8, 40 SA/NSA - version 3;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - version 1;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 42, 48, 66 - version 1;1, 2, 3, 5, 7, 8, 12, 20, 26, 28, 38, 40, 41, 66, 71, 77, 78 SA/NSA - version 1;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55);Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm);Adreno 710;Android 15, ColorOS 15;Panorama;"32 MP, f/2.0, 22mm (wide), 1/2.74"", 0.8µm, AF";1080p@30fps;N/A;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
58;Oppo;Oppo A17k;https://www.gsmarena.com/oppo_a17k-11936.php;N/A;N/A;N/A;Li-Po 5000 mAh;IPX4 water resistance;N/A;164.2 x 75.6 x 8.3 mm (6.46 x 2.98 x 0.33 in);Nano-SIM + Nano-SIM;189 g (6.67 oz);5.3, A2DP, LE, aptX HD;N/A;No;GPS, GLONASS, BDS, GALILEO;Unspecified;microUSB 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Panda Glass;720 x 1612 pixels, 20:9 ratio (~269 ppi density);6.56 inches, 103.4 cm2 (~83.3% screen-to-body ratio);IPS LCD, 480 nits (typ), 600 nits (HBM);N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2022, October 13;Available. Released 2022, October 18;N/A;LED flash, panorama;N/A;8 MP, f/2.0, (wide), AF;N/A;1080p@30fps;eMMC 5.1;microSDXC;64GB 3GB RAM;Navy Blue, Gold;CPH2471;About 130 EUR;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);Mediatek MT6765 Helio G35 (12 nm);PowerVR GE8320;Android 12, ColorOS 12.1;N/A;5 MP, f/2.2, (wide);1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
59;Oppo;Oppo A31;https://www.gsmarena.com/oppo_a31-10083.php;N/A;N/A;N/A;Li-Po 4230 mAh;N/A;Glass front (Gorilla Glass 3), plastic back, plastic frame;163.9 x 75.5 x 8.3 mm (6.45 x 2.97 x 0.33 in);Nano-SIM + Nano-SIM;180 g (6.35 oz);5.0, A2DP, LE;N/A;No;GPS, GLONASS, BDS;FM radio;microUSB 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 3;720 x 1600 pixels, 20:9 ratio (~270 ppi density);6.5 inches, 102.0 cm2 (~82.4% screen-to-body ratio);IPS LCD, 480 nits (typ);N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;2020, February 13;Available. Released 2020, February 14;N/A;LED flash, HDR, panorama;N/A;N/A;"12 MP, f/1.8, (wide), 1/2.86"", 1.25µm, PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Fantasy White, Mystery Black, Lake Green;CPH2015, CPH2073, CPH2081, CPH2029, CPH2031;$ 75.86;N/A;1, 3, 5, 7, 8, 38, 40, 41 - Asia;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100 - International;1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - International;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);Mediatek MT6765V/CB Helio P35 (12 nm);PowerVR GE8320;Android 9.0 (Pie), ColorOS 6.1;HDR;"8 MP, f/2.0, (wide), 1/4.0"", 1.12µm";1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
60;Oppo;Oppo A59;https://www.gsmarena.com/oppo_a59-12754.php;N/A;N/A;33W wired, 52% in 30 min;5000 mAh;IP54 dust protected and water resistant (water splashes);N/A;8.1 mm thickness;Nano-SIM + Nano-SIM;187 g (6.60 oz);5.3, A2DP, LE;N/A;Unspecified;GPS, GALILEO, GLONASS, BDS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1612 pixels, 20:9 ratio (~269 ppi density);6.56 inches, 103.4 cm2;IPS LCD, 90Hz, 480 nits (typ), 600 nits (HBM);N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2023, December 22;Available. Released 2023, December 25;"13 MP, f/2.2, 25mm (wide), PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;N/A;microSDXC;128GB 4GB RAM, 128GB 6GB RAM;Silk Gold, Starry Black;CPH2617;₹ 13,499;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;LTE;SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6020 (7 nm);Mali-G57 MC2;Android 13, upgradable to Android 15, ColorOS 15;N/A;8 MP, f/2.2, 27mm (wide);1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
